parameter,value,domain,congruency,par_class
mu_alphaV_inc,0.025268,V,inc,learning
mu_alphaP_con,0.0610426,P,con,learning
mu_alphaP_inc,0.0179668,P,inc,learning
mu_alphaV_con,0.070342,V,con,learning
mu_alphaV_inc,0.0240729,V,inc,learning
mu_alphaP_con,0.0577817,P,con,learning
mu_alphaP_inc,0.0228252,P,inc,learning
mu_alphaV_con,0.0727702,V,con,learning
mu_alphaV_inc,0.0325762,V,inc,learning
mu_alphaP_con,0.0633254,P,con,learning
mu_alphaP_inc,0.0174994,P,inc,learning
mu_alphaV_con,0.0861861,V,con,learning
mu_alphaV_inc,0.0324406,V,inc,learning
mu_alphaP_con,0.0637394,P,con,learning
mu_alphaP_inc,0.0222462,P,inc,learning
mu_alphaV_con,0.069297,V,con,learning
mu_alphaV_inc,0.0282027,V,inc,learning
mu_alphaP_con,0.0630472,P,con,learning
mu_alphaP_inc,0.0174681,P,inc,learning
mu_alphaV_con,0.0792642,V,con,learning
mu_alphaV_inc,0.0287545,V,inc,learning
mu_alphaP_con,0.0582152,P,con,learning
mu_alphaP_inc,0.0222552,P,inc,learning
mu_alphaV_con,0.0754348,V,con,learning
mu_alphaV_inc,0.0330281,V,inc,learning
mu_alphaP_con,0.0594523,P,con,learning
mu_alphaP_inc,0.0179955,P,inc,learning
mu_alphaV_con,0.0851858,V,con,learning
mu_alphaV_inc,0.0298243,V,inc,learning
mu_alphaP_con,0.0696276,P,con,learning
mu_alphaP_inc,0.0220007,P,inc,learning
mu_alphaV_con,0.0858669,V,con,learning
mu_alphaV_inc,0.0318074,V,inc,learning
mu_alphaP_con,0.058721,P,con,learning
mu_alphaP_inc,0.0196003,P,inc,learning
mu_alphaV_con,0.0845248,V,con,learning
mu_alphaV_inc,0.0317037,V,inc,learning
mu_alphaP_con,0.0681033,P,con,learning
mu_alphaP_inc,0.0232578,P,inc,learning
mu_alphaV_con,0.0774567,V,con,learning
mu_alphaV_inc,0.0298248,V,inc,learning
mu_alphaP_con,0.0617102,P,con,learning
mu_alphaP_inc,0.0210774,P,inc,learning
mu_alphaV_con,0.0812894,V,con,learning
mu_alphaV_inc,0.0298305,V,inc,learning
mu_alphaP_con,0.0643073,P,con,learning
mu_alphaP_inc,0.0214641,P,inc,learning
mu_alphaV_con,0.0749064,V,con,learning
mu_alphaV_inc,0.0264946,V,inc,learning
mu_alphaP_con,0.0503254,P,con,learning
mu_alphaP_inc,0.0231576,P,inc,learning
mu_alphaV_con,0.0797102,V,con,learning
mu_alphaV_inc,0.0323146,V,inc,learning
mu_alphaP_con,0.0542273,P,con,learning
mu_alphaP_inc,0.021348,P,inc,learning
mu_alphaV_con,0.0758542,V,con,learning
mu_alphaV_inc,0.0309173,V,inc,learning
mu_alphaP_con,0.0676255,P,con,learning
mu_alphaP_inc,0.021028,P,inc,learning
mu_alphaV_con,0.0793089,V,con,learning
mu_alphaV_inc,0.0292206,V,inc,learning
mu_alphaP_con,0.0682059,P,con,learning
mu_alphaP_inc,0.0243194,P,inc,learning
mu_alphaV_con,0.0777796,V,con,learning
mu_alphaV_inc,0.0314797,V,inc,learning
mu_alphaP_con,0.0516337,P,con,learning
mu_alphaP_inc,0.0174399,P,inc,learning
mu_alphaV_con,0.0735232,V,con,learning
mu_alphaV_inc,0.0318655,V,inc,learning
mu_alphaP_con,0.0705607,P,con,learning
mu_alphaP_inc,0.0244645,P,inc,learning
mu_alphaV_con,0.0762157,V,con,learning
mu_alphaV_inc,0.025113,V,inc,learning
mu_alphaP_con,0.0528097,P,con,learning
mu_alphaP_inc,0.0159093,P,inc,learning
mu_alphaV_con,0.0754774,V,con,learning
mu_alphaV_inc,0.0264494,V,inc,learning
mu_alphaP_con,0.0590379,P,con,learning
mu_alphaP_inc,0.0150451,P,inc,learning
mu_alphaV_con,0.0736114,V,con,learning
mu_alphaV_inc,0.024232,V,inc,learning
mu_alphaP_con,0.0526601,P,con,learning
mu_alphaP_inc,0.0217411,P,inc,learning
mu_alphaV_con,0.0792626,V,con,learning
mu_alphaV_inc,0.0307003,V,inc,learning
mu_alphaP_con,0.0684042,P,con,learning
mu_alphaP_inc,0.0184303,P,inc,learning
mu_alphaV_con,0.0726965,V,con,learning
mu_alphaV_inc,0.0238237,V,inc,learning
mu_alphaP_con,0.0668662,P,con,learning
mu_alphaP_inc,0.0255815,P,inc,learning
mu_alphaV_con,0.0729825,V,con,learning
mu_alphaV_inc,0.0289265,V,inc,learning
mu_alphaP_con,0.0535184,P,con,learning
mu_alphaP_inc,0.0175922,P,inc,learning
mu_alphaV_con,0.0721505,V,con,learning
mu_alphaV_inc,0.026687,V,inc,learning
mu_alphaP_con,0.0549951,P,con,learning
mu_alphaP_inc,0.0220603,P,inc,learning
mu_alphaV_con,0.0733214,V,con,learning
mu_alphaV_inc,0.030361,V,inc,learning
mu_alphaP_con,0.0654024,P,con,learning
mu_alphaP_inc,0.0189306,P,inc,learning
mu_alphaV_con,0.0711965,V,con,learning
mu_alphaV_inc,0.0335733,V,inc,learning
mu_alphaP_con,0.0510059,P,con,learning
mu_alphaP_inc,0.0217334,P,inc,learning
mu_alphaV_con,0.0689342,V,con,learning
mu_alphaV_inc,0.0333982,V,inc,learning
mu_alphaP_con,0.0592837,P,con,learning
mu_alphaP_inc,0.0238209,P,inc,learning
mu_alphaV_con,0.0794481,V,con,learning
mu_alphaV_inc,0.0246974,V,inc,learning
mu_alphaP_con,0.0643661,P,con,learning
mu_alphaP_inc,0.0200466,P,inc,learning
mu_alphaV_con,0.0742224,V,con,learning
mu_alphaV_inc,0.029209100000000002,V,inc,learning
mu_alphaP_con,0.0543925,P,con,learning
mu_alphaP_inc,0.0275955,P,inc,learning
mu_alphaV_con,0.0697319,V,con,learning
mu_alphaV_inc,0.027561,V,inc,learning
mu_alphaP_con,0.065867,P,con,learning
mu_alphaP_inc,0.0176665,P,inc,learning
mu_alphaV_con,0.0761654,V,con,learning
mu_alphaV_inc,0.0291473,V,inc,learning
mu_alphaP_con,0.0538164,P,con,learning
mu_alphaP_inc,0.0243317,P,inc,learning
mu_alphaV_con,0.0786419,V,con,learning
mu_alphaV_inc,0.0260256,V,inc,learning
mu_alphaP_con,0.0577989,P,con,learning
mu_alphaP_inc,0.0205499,P,inc,learning
mu_alphaV_con,0.0734883,V,con,learning
mu_alphaV_inc,0.0342575,V,inc,learning
mu_alphaP_con,0.0470235,P,con,learning
mu_alphaP_inc,0.0238469,P,inc,learning
mu_alphaV_con,0.076479,V,con,learning
mu_alphaV_inc,0.0253906,V,inc,learning
mu_alphaP_con,0.0557588,P,con,learning
mu_alphaP_inc,0.0200277,P,inc,learning
mu_alphaV_con,0.0719764,V,con,learning
mu_alphaV_inc,0.0299643,V,inc,learning
mu_alphaP_con,0.0653203,P,con,learning
mu_alphaP_inc,0.0192716,P,inc,learning
mu_alphaV_con,0.0834219,V,con,learning
mu_alphaV_inc,0.0253568,V,inc,learning
mu_alphaP_con,0.0590901,P,con,learning
mu_alphaP_inc,0.020908,P,inc,learning
mu_alphaV_con,0.0790759,V,con,learning
mu_alphaV_inc,0.0264274,V,inc,learning
mu_alphaP_con,0.0566278,P,con,learning
mu_alphaP_inc,0.0198356,P,inc,learning
mu_alphaV_con,0.0793319,V,con,learning
mu_alphaV_inc,0.0342029,V,inc,learning
mu_alphaP_con,0.053002,P,con,learning
mu_alphaP_inc,0.0228002,P,inc,learning
mu_alphaV_con,0.0819423,V,con,learning
mu_alphaV_inc,0.0263266,V,inc,learning
mu_alphaP_con,0.0640336,P,con,learning
mu_alphaP_inc,0.0210238,P,inc,learning
mu_alphaV_con,0.0783706,V,con,learning
mu_alphaV_inc,0.036608,V,inc,learning
mu_alphaP_con,0.0703155,P,con,learning
mu_alphaP_inc,0.0222347,P,inc,learning
mu_alphaV_con,0.0707511,V,con,learning
mu_alphaV_inc,0.0219676,V,inc,learning
mu_alphaP_con,0.0640761,P,con,learning
mu_alphaP_inc,0.0160231,P,inc,learning
mu_alphaV_con,0.0703308,V,con,learning
mu_alphaV_inc,0.0224828,V,inc,learning
mu_alphaP_con,0.0624084,P,con,learning
mu_alphaP_inc,0.0164074,P,inc,learning
mu_alphaV_con,0.0696265,V,con,learning
mu_alphaV_inc,0.0334192,V,inc,learning
mu_alphaP_con,0.0549079,P,con,learning
mu_alphaP_inc,0.0251216,P,inc,learning
mu_alphaV_con,0.0718411,V,con,learning
mu_alphaV_inc,0.0300769,V,inc,learning
mu_alphaP_con,0.0557628,P,con,learning
mu_alphaP_inc,0.0210165,P,inc,learning
mu_alphaV_con,0.0788503,V,con,learning
mu_alphaV_inc,0.025162,V,inc,learning
mu_alphaP_con,0.0586253,P,con,learning
mu_alphaP_inc,0.0203814,P,inc,learning
mu_alphaV_con,0.0869511,V,con,learning
mu_alphaV_inc,0.0280698,V,inc,learning
mu_alphaP_con,0.058898,P,con,learning
mu_alphaP_inc,0.0180628,P,inc,learning
mu_alphaV_con,0.0735818,V,con,learning
mu_alphaV_inc,0.0256903,V,inc,learning
mu_alphaP_con,0.0608337,P,con,learning
mu_alphaP_inc,0.0203816,P,inc,learning
mu_alphaV_con,0.0788978,V,con,learning
mu_alphaV_inc,0.0395027,V,inc,learning
mu_alphaP_con,0.0602545,P,con,learning
mu_alphaP_inc,0.0251567,P,inc,learning
mu_alphaV_con,0.0682643,V,con,learning
mu_alphaV_inc,0.0362663,V,inc,learning
mu_alphaP_con,0.0564049,P,con,learning
mu_alphaP_inc,0.0294658,P,inc,learning
mu_alphaV_con,0.0728891,V,con,learning
mu_alphaV_inc,0.0376272,V,inc,learning
mu_alphaP_con,0.0648157,P,con,learning
mu_alphaP_inc,0.0281549,P,inc,learning
mu_alphaV_con,0.0810512,V,con,learning
mu_alphaV_inc,0.0243447,V,inc,learning
mu_alphaP_con,0.0660783,P,con,learning
mu_alphaP_inc,0.0220158,P,inc,learning
mu_alphaV_con,0.0753551,V,con,learning
mu_alphaV_inc,0.0322156,V,inc,learning
mu_alphaP_con,0.0578208,P,con,learning
mu_alphaP_inc,0.0137032,P,inc,learning
mu_alphaV_con,0.0750668,V,con,learning
mu_alphaV_inc,0.0255716,V,inc,learning
mu_alphaP_con,0.0629355,P,con,learning
mu_alphaP_inc,0.0219273,P,inc,learning
mu_alphaV_con,0.071479,V,con,learning
mu_alphaV_inc,0.0286739,V,inc,learning
mu_alphaP_con,0.0750679,P,con,learning
mu_alphaP_inc,0.0237287,P,inc,learning
mu_alphaV_con,0.0718111,V,con,learning
mu_alphaV_inc,0.0238101,V,inc,learning
mu_alphaP_con,0.0560978,P,con,learning
mu_alphaP_inc,0.0160573,P,inc,learning
mu_alphaV_con,0.0790229,V,con,learning
mu_alphaV_inc,0.0322419,V,inc,learning
mu_alphaP_con,0.0688276,P,con,learning
mu_alphaP_inc,0.0218887,P,inc,learning
mu_alphaV_con,0.0678091,V,con,learning
mu_alphaV_inc,0.0315054,V,inc,learning
mu_alphaP_con,0.0530235,P,con,learning
mu_alphaP_inc,0.0196172,P,inc,learning
mu_alphaV_con,0.0719984,V,con,learning
mu_alphaV_inc,0.0334134,V,inc,learning
mu_alphaP_con,0.0728162,P,con,learning
mu_alphaP_inc,0.0232254,P,inc,learning
mu_alphaV_con,0.0729957,V,con,learning
mu_alphaV_inc,0.0324282,V,inc,learning
mu_alphaP_con,0.0621317,P,con,learning
mu_alphaP_inc,0.0173535,P,inc,learning
mu_alphaV_con,0.0711871,V,con,learning
mu_alphaV_inc,0.027826,V,inc,learning
mu_alphaP_con,0.0642318,P,con,learning
mu_alphaP_inc,0.0274012,P,inc,learning
mu_alphaV_con,0.0719813,V,con,learning
mu_alphaV_inc,0.0233819,V,inc,learning
mu_alphaP_con,0.0644001,P,con,learning
mu_alphaP_inc,0.0183335,P,inc,learning
mu_alphaV_con,0.0739039,V,con,learning
mu_alphaV_inc,0.0295658,V,inc,learning
mu_alphaP_con,0.060398,P,con,learning
mu_alphaP_inc,0.0223008,P,inc,learning
mu_alphaV_con,0.0855106,V,con,learning
mu_alphaV_inc,0.0229355,V,inc,learning
mu_alphaP_con,0.0594452,P,con,learning
mu_alphaP_inc,0.0187577,P,inc,learning
mu_alphaV_con,0.0835049,V,con,learning
mu_alphaV_inc,0.0311351,V,inc,learning
mu_alphaP_con,0.0747764,P,con,learning
mu_alphaP_inc,0.0210272,P,inc,learning
mu_alphaV_con,0.0696639,V,con,learning
mu_alphaV_inc,0.0310259,V,inc,learning
mu_alphaP_con,0.0607723,P,con,learning
mu_alphaP_inc,0.0223437,P,inc,learning
mu_alphaV_con,0.0644808,V,con,learning
mu_alphaV_inc,0.0276393,V,inc,learning
mu_alphaP_con,0.063366,P,con,learning
mu_alphaP_inc,0.0218103,P,inc,learning
mu_alphaV_con,0.0796003,V,con,learning
mu_alphaV_inc,0.0335732,V,inc,learning
mu_alphaP_con,0.0580214,P,con,learning
mu_alphaP_inc,0.0207606,P,inc,learning
mu_alphaV_con,0.0773165,V,con,learning
mu_alphaV_inc,0.0313699,V,inc,learning
mu_alphaP_con,0.0552586,P,con,learning
mu_alphaP_inc,0.0211281,P,inc,learning
mu_alphaV_con,0.0840151,V,con,learning
mu_alphaV_inc,0.034287,V,inc,learning
mu_alphaP_con,0.0531046,P,con,learning
mu_alphaP_inc,0.0245621,P,inc,learning
mu_alphaV_con,0.0738525,V,con,learning
mu_alphaV_inc,0.0346519,V,inc,learning
mu_alphaP_con,0.0680763,P,con,learning
mu_alphaP_inc,0.0205114,P,inc,learning
mu_alphaV_con,0.0667094,V,con,learning
mu_alphaV_inc,0.0241818,V,inc,learning
mu_alphaP_con,0.058201,P,con,learning
mu_alphaP_inc,0.0162632,P,inc,learning
mu_alphaV_con,0.0718642,V,con,learning
mu_alphaV_inc,0.0322472,V,inc,learning
mu_alphaP_con,0.0566916,P,con,learning
mu_alphaP_inc,0.0259252,P,inc,learning
mu_alphaV_con,0.0616112,V,con,learning
mu_alphaV_inc,0.0245102,V,inc,learning
mu_alphaP_con,0.0584095,P,con,learning
mu_alphaP_inc,0.0171536,P,inc,learning
mu_alphaV_con,0.067773,V,con,learning
mu_alphaV_inc,0.0293415,V,inc,learning
mu_alphaP_con,0.0574134,P,con,learning
mu_alphaP_inc,0.0207984,P,inc,learning
mu_alphaV_con,0.0858148,V,con,learning
mu_alphaV_inc,0.0306447,V,inc,learning
mu_alphaP_con,0.0586211,P,con,learning
mu_alphaP_inc,0.0241403,P,inc,learning
mu_alphaV_con,0.0785991,V,con,learning
mu_alphaV_inc,0.0270064,V,inc,learning
mu_alphaP_con,0.0639018,P,con,learning
mu_alphaP_inc,0.022176,P,inc,learning
mu_alphaV_con,0.0753559,V,con,learning
mu_alphaV_inc,0.0276809,V,inc,learning
mu_alphaP_con,0.066755,P,con,learning
mu_alphaP_inc,0.0227799,P,inc,learning
mu_alphaV_con,0.0773221,V,con,learning
mu_alphaV_inc,0.0296675,V,inc,learning
mu_alphaP_con,0.0652196,P,con,learning
mu_alphaP_inc,0.0202841,P,inc,learning
mu_alphaV_con,0.0789506,V,con,learning
mu_alphaV_inc,0.0269372,V,inc,learning
mu_alphaP_con,0.0590481,P,con,learning
mu_alphaP_inc,0.0233773,P,inc,learning
mu_alphaV_con,0.0754056,V,con,learning
mu_alphaV_inc,0.0287451,V,inc,learning
mu_alphaP_con,0.0487183,P,con,learning
mu_alphaP_inc,0.0175168,P,inc,learning
mu_alphaV_con,0.079473,V,con,learning
mu_alphaV_inc,0.0279794,V,inc,learning
mu_alphaP_con,0.0765717,P,con,learning
mu_alphaP_inc,0.0205306,P,inc,learning
mu_alphaV_con,0.070863,V,con,learning
mu_alphaV_inc,0.0279326,V,inc,learning
mu_alphaP_con,0.0658972,P,con,learning
mu_alphaP_inc,0.0179474,P,inc,learning
mu_alphaV_con,0.0719003,V,con,learning
mu_alphaV_inc,0.0216451,V,inc,learning
mu_alphaP_con,0.0691128,P,con,learning
mu_alphaP_inc,0.0217779,P,inc,learning
mu_alphaV_con,0.080556,V,con,learning
mu_alphaV_inc,0.0333885,V,inc,learning
mu_alphaP_con,0.0627667,P,con,learning
mu_alphaP_inc,0.0189876,P,inc,learning
mu_alphaV_con,0.0736382,V,con,learning
mu_alphaV_inc,0.0323618,V,inc,learning
mu_alphaP_con,0.0672632,P,con,learning
mu_alphaP_inc,0.0188028,P,inc,learning
mu_alphaV_con,0.0740772,V,con,learning
mu_alphaV_inc,0.0339347,V,inc,learning
mu_alphaP_con,0.0691265,P,con,learning
mu_alphaP_inc,0.0272707,P,inc,learning
mu_alphaV_con,0.0726476,V,con,learning
mu_alphaV_inc,0.0287173,V,inc,learning
mu_alphaP_con,0.0593099,P,con,learning
mu_alphaP_inc,0.0166069,P,inc,learning
mu_alphaV_con,0.0714588,V,con,learning
mu_alphaV_inc,0.0239224,V,inc,learning
mu_alphaP_con,0.0702786,P,con,learning
mu_alphaP_inc,0.017073,P,inc,learning
mu_alphaV_con,0.0673242,V,con,learning
mu_alphaV_inc,0.0401362,V,inc,learning
mu_alphaP_con,0.0700807,P,con,learning
mu_alphaP_inc,0.022812700000000002,P,inc,learning
mu_alphaV_con,0.0861729,V,con,learning
mu_alphaV_inc,0.0395435,V,inc,learning
mu_alphaP_con,0.0573119,P,con,learning
mu_alphaP_inc,0.0220436,P,inc,learning
mu_alphaV_con,0.0614934,V,con,learning
mu_alphaV_inc,0.0199242,V,inc,learning
mu_alphaP_con,0.0527606,P,con,learning
mu_alphaP_inc,0.0208161,P,inc,learning
mu_alphaV_con,0.090338,V,con,learning
mu_alphaV_inc,0.0337441,V,inc,learning
mu_alphaP_con,0.0663368,P,con,learning
mu_alphaP_inc,0.0213789,P,inc,learning
mu_alphaV_con,0.0786904,V,con,learning
mu_alphaV_inc,0.0222397,V,inc,learning
mu_alphaP_con,0.0662161,P,con,learning
mu_alphaP_inc,0.0231078,P,inc,learning
mu_alphaV_con,0.0826006,V,con,learning
mu_alphaV_inc,0.0352177,V,inc,learning
mu_alphaP_con,0.0532657,P,con,learning
mu_alphaP_inc,0.0161518,P,inc,learning
mu_alphaV_con,0.0709272,V,con,learning
mu_alphaV_inc,0.0279186,V,inc,learning
mu_alphaP_con,0.0515809,P,con,learning
mu_alphaP_inc,0.0255634,P,inc,learning
mu_alphaV_con,0.0895862,V,con,learning
mu_alphaV_inc,0.030358,V,inc,learning
mu_alphaP_con,0.0540466,P,con,learning
mu_alphaP_inc,0.0182101,P,inc,learning
mu_alphaV_con,0.0892045,V,con,learning
mu_alphaV_inc,0.0331954,V,inc,learning
mu_alphaP_con,0.0637154,P,con,learning
mu_alphaP_inc,0.0290351,P,inc,learning
mu_alphaV_con,0.0897366,V,con,learning
mu_alphaV_inc,0.026378,V,inc,learning
mu_alphaP_con,0.0602163,P,con,learning
mu_alphaP_inc,0.0208426,P,inc,learning
mu_alphaV_con,0.0807637,V,con,learning
mu_alphaV_inc,0.0264654,V,inc,learning
mu_alphaP_con,0.0579891,P,con,learning
mu_alphaP_inc,0.0234975,P,inc,learning
mu_alphaV_con,0.0848199,V,con,learning
mu_alphaV_inc,0.0267882,V,inc,learning
mu_alphaP_con,0.0644416,P,con,learning
mu_alphaP_inc,0.0222989,P,inc,learning
mu_alphaV_con,0.0709498,V,con,learning
mu_alphaV_inc,0.0272882,V,inc,learning
mu_alphaP_con,0.0599422,P,con,learning
mu_alphaP_inc,0.0234306,P,inc,learning
mu_alphaV_con,0.0888435,V,con,learning
mu_alphaV_inc,0.0281221,V,inc,learning
mu_alphaP_con,0.0612803,P,con,learning
mu_alphaP_inc,0.0176222,P,inc,learning
mu_alphaV_con,0.0904448,V,con,learning
mu_alphaV_inc,0.0319974,V,inc,learning
mu_alphaP_con,0.0629122,P,con,learning
mu_alphaP_inc,0.0212016,P,inc,learning
mu_alphaV_con,0.0912214,V,con,learning
mu_alphaV_inc,0.0306816,V,inc,learning
mu_alphaP_con,0.0601889,P,con,learning
mu_alphaP_inc,0.0224128,P,inc,learning
mu_alphaV_con,0.0670747,V,con,learning
mu_alphaV_inc,0.0264035,V,inc,learning
mu_alphaP_con,0.0520339,P,con,learning
mu_alphaP_inc,0.0193901,P,inc,learning
mu_alphaV_con,0.0651988,V,con,learning
mu_alphaV_inc,0.0267959,V,inc,learning
mu_alphaP_con,0.0687528,P,con,learning
mu_alphaP_inc,0.0221103,P,inc,learning
mu_alphaV_con,0.0832869,V,con,learning
mu_alphaV_inc,0.0266025,V,inc,learning
mu_alphaP_con,0.0584944,P,con,learning
mu_alphaP_inc,0.0274586,P,inc,learning
mu_alphaV_con,0.0753785,V,con,learning
mu_alphaV_inc,0.0247437,V,inc,learning
mu_alphaP_con,0.0547129,P,con,learning
mu_alphaP_inc,0.0250181,P,inc,learning
mu_alphaV_con,0.0729515,V,con,learning
mu_alphaV_inc,0.0293999,V,inc,learning
mu_alphaP_con,0.0615065,P,con,learning
mu_alphaP_inc,0.0206112,P,inc,learning
mu_alphaV_con,0.0730186,V,con,learning
mu_alphaV_inc,0.0191746,V,inc,learning
mu_alphaP_con,0.0549003,P,con,learning
mu_alphaP_inc,0.0250894,P,inc,learning
mu_alphaV_con,0.0716245,V,con,learning
mu_alphaV_inc,0.0346037,V,inc,learning
mu_alphaP_con,0.0658729,P,con,learning
mu_alphaP_inc,0.0143663,P,inc,learning
mu_alphaV_con,0.0841695,V,con,learning
mu_alphaV_inc,0.0243215,V,inc,learning
mu_alphaP_con,0.0627889,P,con,learning
mu_alphaP_inc,0.0217707,P,inc,learning
mu_alphaV_con,0.0691793,V,con,learning
mu_alphaV_inc,0.0305318,V,inc,learning
mu_alphaP_con,0.0602914,P,con,learning
mu_alphaP_inc,0.0187755,P,inc,learning
mu_alphaV_con,0.0689066,V,con,learning
mu_alphaV_inc,0.0257755,V,inc,learning
mu_alphaP_con,0.0632579,P,con,learning
mu_alphaP_inc,0.0231551,P,inc,learning
mu_alphaV_con,0.0731672,V,con,learning
mu_alphaV_inc,0.0270044,V,inc,learning
mu_alphaP_con,0.0625586,P,con,learning
mu_alphaP_inc,0.0183773,P,inc,learning
mu_alphaV_con,0.0799671,V,con,learning
mu_alphaV_inc,0.0303502,V,inc,learning
mu_alphaP_con,0.0494685,P,con,learning
mu_alphaP_inc,0.0204819,P,inc,learning
mu_alphaV_con,0.0742311,V,con,learning
mu_alphaV_inc,0.0268546,V,inc,learning
mu_alphaP_con,0.0677893,P,con,learning
mu_alphaP_inc,0.0194147,P,inc,learning
mu_alphaV_con,0.0666485,V,con,learning
mu_alphaV_inc,0.0265371,V,inc,learning
mu_alphaP_con,0.0578252,P,con,learning
mu_alphaP_inc,0.0245391,P,inc,learning
mu_alphaV_con,0.0822152,V,con,learning
mu_alphaV_inc,0.0316585,V,inc,learning
mu_alphaP_con,0.05471,P,con,learning
